train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
1.6570884612202643,0.9541268655657767,0.539086639881134,0.7423114,0.4135542213916778,0.6135218
1.0870617977281412,0.8614263871312141,0.7103875279426575,0.7641085,0.5818522572517395,0.63627285
0.9398557937145232,0.711259555965662,0.7560379505157471,0.82009834,0.6373482942581177,0.7068748
0.8381265664928489,0.6305012790858746,0.7933246493339539,0.84080297,0.6833722591400146,0.73533213
0.7843215861419837,0.5900662676990032,0.8077239394187927,0.8573944,0.6994482278823853,0.7591536
0.7409350598686272,0.5395321570336818,0.8204700946807861,0.86722255,0.7158226370811462,0.77413964
0.7377732794152366,0.5937731736898422,0.8192150592803955,0.8511091,0.7153119444847107,0.7500647
0.7149213478465875,0.5879458256065846,0.828876256942749,0.8557777,0.7300072312355042,0.7558281
0.6760391454729769,0.5169942298531532,0.8340349793434143,0.87384933,0.7381775975227356,0.7845375
0.6874587452742789,0.6046450158953667,0.8282541036605835,0.8521002,0.7297671437263489,0.7515544
0.6458742439664072,0.488760729432106,0.8422004580497742,0.87786967,0.7461614608764648,0.7912008
0.6305380958815415,0.5181978443264961,0.8445827960968018,0.87729853,0.7507466077804565,0.7880085
0.6283020947708023,0.4687878981232643,0.8451923727989197,0.8864247,0.7560408711433411,0.8028423
0.6484130380468236,0.4893995451927185,0.8411332883055921,0.8820569,0.7478647080253349,0.7949164
0.5603953054878447,0.4679072776436805,0.8634485602378845,0.8915192,0.7755873203277588,0.80881655
0.5615400289992492,0.4629316739737987,0.8643138408660889,0.88117135,0.7766567468643188,0.7950712
0.5911426093429327,0.4581875243037939,0.8573145866394043,0.8921734,0.7676254510879517,0.81057256
0.5616120107471942,0.4851382082700729,0.8599315285682678,0.8872913,0.7731239795684814,0.8037269
0.5433633924606773,0.4679577478766441,0.8655670881271362,0.8877323,0.7824200987815857,0.8048085
0.5375091509024302,0.4227548159658909,0.8697380537757156,0.89478034,0.7848190270426499,0.81529146
0.5575044291714827,0.4122090586274862,0.8607608896763006,0.90120107,0.7763714501062557,0.82624793
0.5323850236750312,0.413314566463232,0.8711920976638794,0.9015907,0.7882453203201294,0.8274031
0.525842627775338,0.4646632874757051,0.8714698553085327,0.8876146,0.7897979021072388,0.8046501
0.5123683813793791,0.3943017546832561,0.874905724544088,0.90205336,0.7928613513977262,0.82809097
0.5169074295295609,0.4654013655334711,0.8751546740531921,0.8905924,0.7961284518241882,0.8083862
0.5044498047977686,0.3794793216884136,0.8774572610855103,0.9067145,0.7976728677749634,0.8353811
0.5249723418222534,0.41718754298985,0.8737061619758606,0.9019874,0.7937031984329224,0.8266465
0.500765552678042,0.3693253184109926,0.8800410279272031,0.90674186,0.8018972152382301,0.8359342
0.5149419557220406,0.3895878874510526,0.8751842975616455,0.9010364,0.7968583106994629,0.8251643
0.4815326252248552,0.4156855444610119,0.8817307087014608,0.8989862,0.8035625272774575,0.82207006
0.4675866042822599,0.3648231570422649,0.8890842199325562,0.9124115705490112,0.8140639066696167,0.8444552421569824
0.460177869465616,0.3564245507866144,0.8894258141517639,0.9119587540626526,0.8152863383293152,0.8453111052513123
0.4623285167415937,0.3650864601135254,0.8891668915748596,0.9129295349121094,0.8154226541519165,0.8451654314994812
0.4350293514256676,0.3501120334118605,0.8950894474983215,0.9177352786064148,0.8225574493408203,0.8532860279083252
0.4307117069264253,0.3417871924489736,0.8940573334693909,0.9176778197288512,0.8219232559204102,0.8531084656715393
0.4432298404723406,0.3445279825478792,0.8940052390098572,0.9177455306053162,0.8212833404541016,0.8531247973442078
0.4365026767220762,0.3383846361935139,0.8951654434204102,0.9180330634117126,0.8231898546218872,0.853904664516449
0.4580192129562298,0.3622043382376432,0.8921253483276845,0.9162221550941468,0.8202522912704314,0.8509736061096191
0.4413554023454586,0.3549007275700569,0.8919245004653931,0.9143533110618592,0.8193991184234619,0.8481596112251282
0.4473649910920196,0.3525996708869934,0.8906142711639404,0.9138062000274658,0.8184670209884644,0.8476065993309021
0.4183230970965491,0.3437541370838881,0.898769199848175,0.9167587757110596,0.8286543488502502,0.852233350276947
